transaction_date,region,transaction_count,total_amount_usd_equivalent,average_transaction_amount,successful_transactions,failed_transactions,unique_users
2023-04-21,North America West,1,1693.74,1693.74,1,0,1
2023-03-18,North America West,1,4776.83,4776.83,0,0,1
2023-01-19,APAC,2,8320.1,4160.05,1,1,2
2022-08-11,Europe Central,1,3534.41,3534.41,1,0,1
2022-08-11,Europe West,2,3918.6800000000003,1959.3400000000001,1,0,2
2023-03-15,North America West,1,2200.32,2200.32,1,0,1
2023-03-15,Europe Central,1,3804.2,3804.2,0,1,1
2024-12-26,APAC,1,558.63,558.63,1,0,1
2024-12-26,Europe Central,1,4765.42,4765.42,1,0,1
2023-08-12,North America East,1,4598.78,4598.78,1,0,1
2023-08-12,APAC,2,2939.52,1469.76,1,1,2
2023-08-12,Europe West,2,3883.42,1941.71,2,0,2
2023-08-12,Europe Central,4,4825.6,1206.3999999999999,4,0,4
2023-07-24,Europe West,2,5732.11,2866.055,1,0,2
2023-07-24,North America West,1,3200.65,3200.65,1,0,1
2024-06-30,Europe Central,3,6757.4299999999994,2252.4766666666665,1,0,3
2024-06-30,Europe West,1,119.21,119.21,1,0,1
2022-07-05,APAC,1,4894.92,4894.92,1,0,1
2024-04-24,North America East,1,4553.64,4553.64,0,0,1
2024-04-24,Europe West,1,4874.21,4874.21,0,0,1
2024-04-24,Europe Central,2,8831.369999999999,4415.6849999999995,2,0,2
2024-04-24,APAC,3,8618.65,2872.8833333333332,2,0,3
2022-12-06,Europe Central,1,1930.83,1930.83,0,1,1
2022-12-06,APAC,1,769.68,769.68,1,0,1
2022-12-06,North America West,1,1969.25,1969.25,1,0,1
2022-12-06,North America East,2,3342.0499999999997,1671.025,2,0,2
2025-04-03,APAC,1,3771.24,3771.24,1,0,1
2025-04-03,Europe Central,1,229.62,229.62,1,0,1
2025-04-03,North America East,2,8194.39,4097.195,2,0,2
2025-04-03,North America West,2,3353.96,1676.9800000000002,2,0,2
2022-01-14,APAC,1,3163.24,3163.24,1,0,1
2022-01-14,Europe West,2,3360.3599999999997,1680.1799999999998,1,0,1
2022-01-14,North America West,2,7108.18,3554.09,2,0,2
2022-01-14,North America East,2,4495.34,2247.67,2,0,2
2023-11-23,Europe West,2,3581.2000000000003,1790.6000000000001,2,0,2
2023-11-23,North America West,1,3467.52,3467.52,1,0,1
2024-03-18,Europe Central,1,3523.27,3523.27,1,0,1
2024-03-18,APAC,1,2379.79,2379.79,0,1,1
2024-03-18,North America East,2,5092.87,2546.435,2,0,2
2022-07-23,APAC,1,4977.3,4977.3,1,0,1
2022-07-23,North America East,2,6676.51,3338.255,1,0,2
2023-07-25,Europe Central,2,8558.42,4279.21,1,0,2
2023-07-25,Europe West,2,5217.96,2608.98,1,1,2
2024-09-16,North America East,1,2811.65,2811.65,1,0,1
2024-09-16,Europe West,2,5248.6,2624.3,1,1,2
2024-05-25,APAC,1,527.39,527.39,0,0,1
2024-05-25,Europe Central,1,462.2,462.2,1,0,1
2024-05-25,North America East,1,4768.03,4768.03,1,0,1
2025-02-07,Europe West,1,3523.47,3523.47,1,0,1
2025-02-07,North America West,1,3870.04,3870.04,0,0,1
2025-02-07,North America East,3,3815.16,1271.7199999999998,3,0,3
2025-02-07,Europe Central,4,10393.79,2598.4475,3,0,4
2024-12-27,North America East,1,2081.61,2081.61,1,0,1
2024-12-27,Europe Central,2,9245.49,4622.745,0,2,2
2023-02-09,North America East,2,2731.0499999999997,1365.525,2,0,2
2023-02-09,Europe West,1,381.07,381.07,1,0,1
2024-08-12,Europe West,1,3140.72,3140.72,1,0,1
2024-08-12,APAC,1,3603.08,3603.08,1,0,1
2024-08-12,North America West,2,5573.27,2786.635,2,0,2
2024-08-12,North America East,3,2372.81,790.93666666666661,2,1,3
2023-05-31,North America West,2,4722.57,2361.285,2,0,2
2023-05-31,Europe West,2,4016.5499999999997,2008.2749999999999,1,0,2
2023-05-31,North America East,1,3857.56,3857.56,1,0,1
2024-01-11,APAC,1,2749.06,2749.06,1,0,1
2024-01-11,Europe West,1,1251.68,1251.68,1,0,1
2024-01-11,North America West,1,2471.1,2471.1,1,0,1
2024-01-11,North America East,2,6730.45,3365.225,2,0,2
2023-01-22,North America East,1,304.52,304.52,0,0,1
2023-01-22,Europe West,1,3236.81,3236.81,1,0,1
2023-01-22,Europe Central,1,4445.06,4445.06,1,0,1
2023-01-22,North America West,2,5859.38,2929.69,2,0,2
2024-01-10,North America East,2,6468.0499999999993,3234.0249999999996,2,0,2
2025-03-19,North America East,2,1667.76,833.88,0,2,2
2023-10-31,North America East,2,4461.54,2230.7700000000004,0,1,2
2023-10-31,Europe Central,1,3803.64,3803.64,1,0,1
2023-12-08,North America East,1,4730.68,4730.68,0,1,1
2023-12-08,Europe West,1,4013.91,4013.91,0,0,1
2023-12-08,APAC,2,4685.66,2342.83,1,0,2
2024-08-15,Europe West,3,6568.76,2189.5866666666666,3,0,3
2024-09-19,APAC,1,4187.59,4187.59,0,1,1
2022-12-27,Europe West,3,1873.73,624.57666666666671,1,1,3
2022-12-27,APAC,5,11169.599999999999,2233.92,4,1,5
2022-09-17,Europe Central,1,3591.53,3591.53,1,0,1
2022-09-17,Europe West,1,3303.74,3303.74,1,0,1
2022-09-17,North America East,2,4360.1900000000005,2180.0950000000003,1,1,2
2023-09-29,North America West,1,1691,1691,0,1,1
2023-09-29,Europe Central,1,4340.33,4340.33,1,0,1
2023-09-29,Europe West,2,5667.71,2833.855,1,1,2
2024-05-29,Europe Central,4,11783.970000000001,2945.9925000000003,3,0,4
2022-06-19,APAC,1,1265.19,1265.19,0,1,1
2022-06-19,Europe Central,1,3990.17,3990.17,0,1,1
2024-08-14,North America East,1,4143.67,4143.67,0,0,1
2024-08-14,North America West,1,928.61,928.61,1,0,1
2024-08-14,Europe Central,3,6606.91,2202.3033333333333,2,0,3
2022-03-14,North America East,2,5180.23,2590.115,2,0,2
2022-03-14,North America West,2,4434.4800000000005,2217.2400000000002,2,0,2
2024-11-19,APAC,1,105.41,105.41,0,0,1
2024-10-08,North America West,2,7638.91,3819.455,1,0,2
2024-10-08,Europe Central,2,3885.2599999999998,1942.6299999999999,1,0,2
2023-05-08,Europe Central,1,521.39,521.39,1,0,1
2023-05-08,North America East,2,7164.8099999999995,3582.4049999999997,1,1,2
2023-05-08,APAC,2,2211.66,1105.83,1,1,2
2025-01-21,Europe Central,2,3529.6,1764.8,2,0,2
2025-01-21,North America West,1,1656.24,1656.24,0,1,1
2024-08-09,North America East,1,2175.21,2175.21,1,0,1
2024-08-09,Europe Central,1,452.68,452.68,1,0,1
2022-06-16,North America East,1,183.04,183.04,1,0,1
2022-06-16,Europe West,1,1149.72,1149.72,0,0,1
2024-04-16,Europe West,1,3819.02,3819.02,1,0,1
2024-04-16,North America East,1,2095.53,2095.53,1,0,1
2024-04-16,North America West,1,1284.54,1284.54,1,0,1
2024-04-16,Europe Central,2,9128.8100000000013,4564.4050000000007,2,0,2
2023-07-05,North America East,1,2377.8,2377.8,1,0,1
2023-06-15,North America West,2,7405.26,3702.63,2,0,2
2023-06-15,Europe Central,1,4837.77,4837.77,1,0,1
2023-06-15,North America East,1,4491.33,4491.33,1,0,1
2023-06-15,Europe West,1,4237.95,4237.95,0,1,1
2022-06-17,North America West,3,5560.79,1853.5966666666666,0,1,3
2022-06-17,APAC,1,3426.98,3426.98,1,0,1
2022-06-17,North America East,2,3471.04,1735.52,1,0,2
2022-06-17,Europe West,4,9693.41,2423.3525,3,0,4
2024-09-13,North America East,2,5478.31,2739.155,1,1,2
2024-09-13,Europe Central,2,4199.78,2099.89,2,0,2
2024-09-13,APAC,1,1711.66,1711.66,1,0,1
2022-07-28,North America West,2,4621.01,2310.505,1,0,2
2022-07-28,North America East,3,8951.36,2983.7866666666664,2,0,3
2022-07-28,Europe Central,1,2040.17,2040.17,0,0,1
2024-12-22,North America West,1,2359.21,2359.21,0,1,1
2024-11-28,North America West,1,1950.26,1950.26,1,0,1
2024-11-28,Europe Central,1,3381.48,3381.48,1,0,1
2024-11-28,APAC,1,3763.32,3763.32,0,1,1
2023-03-19,Europe Central,1,3983.53,3983.53,1,0,1
2023-03-19,Europe West,1,32.31,32.31,1,0,1
2023-03-19,North America East,1,3670.57,3670.57,1,0,1
2023-11-07,North America East,1,4762.07,4762.07,1,0,1
2023-11-07,APAC,1,3309.86,3309.86,1,0,1
2023-11-07,North America West,2,3311.1499999999996,1655.5749999999998,1,1,2
2022-04-19,Europe West,1,488.25,488.25,1,0,1
2022-04-19,North America East,2,3862.56,1931.28,2,0,2
2023-04-26,APAC,1,1792.13,1792.13,1,0,1
2023-04-26,Europe West,1,4899.78,4899.78,1,0,1
2023-04-26,North America East,1,2062.51,2062.51,1,0,1
2023-04-26,Europe Central,1,3597.98,3597.98,1,0,1
2023-04-26,North America West,3,7204.3200000000006,2401.44,2,0,3
2024-02-24,North America West,4,13243.93,3310.9825,2,1,4
2024-02-24,Europe Central,1,188.43,188.43,1,0,1
2024-02-24,Europe West,1,4428.69,4428.69,0,0,1
2022-01-15,Europe Central,1,1484.28,1484.28,0,1,1
2022-01-15,APAC,1,4607.91,4607.91,1,0,1
2022-01-15,North America East,1,1219.85,1219.85,1,0,1
2022-01-15,Europe West,2,2246.12,1123.06,1,0,2
2024-09-15,North America East,3,9111.75,3037.25,2,0,3
2024-09-15,North America West,1,226.47,226.47,1,0,1
2024-09-15,Europe Central,1,3674.14,3674.14,0,1,1
2024-11-18,Europe Central,1,2658.86,2658.86,1,0,1
2024-11-18,North America West,1,4877.96,4877.96,1,0,1
2024-11-18,APAC,1,4734.05,4734.05,1,0,1
2024-11-18,Europe West,1,1130.15,1130.15,1,0,1
2023-03-16,Europe West,2,3790.43,1895.2150000000001,0,1,2
2024-03-30,North America East,2,3284.5,1642.25,0,0,2
2024-03-30,North America West,2,3982.17,1991.085,2,0,2
2024-07-21,Europe Central,2,3376.19,1688.095,0,0,2
2024-07-21,APAC,2,6834.91,3417.455,1,0,2
2024-07-21,Europe West,2,5312.08,2656.04,1,1,2
2024-07-21,North America East,2,4614.77,2307.385,2,0,2
2024-04-19,APAC,2,6065.3700000000008,3032.6850000000004,2,0,2
2024-04-19,Europe Central,1,2240.62,2240.62,1,0,1
2024-11-17,North America West,3,9188.94,3062.98,3,0,2
2024-11-17,North America East,2,5401.65,2700.825,1,0,2
2024-11-17,APAC,2,5601.25,2800.625,2,0,2
2024-11-17,Europe West,2,3701.79,1850.895,2,0,2
2024-12-24,Europe Central,1,3106.42,3106.42,1,0,1
2024-12-24,Europe West,1,2880.25,2880.25,1,0,1
2023-08-13,North America East,1,2966.24,2966.24,1,0,1
2024-05-24,Europe Central,3,5897.9499999999989,1965.9833333333331,2,1,3
2024-05-24,North America West,1,3134.58,3134.58,1,0,1
2022-02-21,Europe West,2,4809.9000000000005,2404.95,2,0,2
2022-02-21,Europe Central,2,2996.95,1498.475,2,0,2
2022-02-21,North America East,2,6953.11,3476.555,1,0,2
2025-03-16,North America East,2,6517.88,3258.94,2,0,2
2025-03-16,Europe West,2,2643.58,1321.79,2,0,2
2025-04-04,Europe West,2,7918.9500000000007,3959.4750000000004,2,0,2
2025-04-04,North America West,2,5747.6299999999992,2873.8149999999996,2,0,2
2025-04-04,Europe Central,1,4450.33,4450.33,1,0,1
2025-04-04,APAC,1,4838.27,4838.27,1,0,1
2024-04-18,APAC,1,2185.77,2185.77,1,0,1
2024-04-18,North America East,1,4383.73,4383.73,1,0,1
2024-04-18,Europe Central,2,6848.41,3424.205,2,0,2
2024-04-18,North America West,3,4042.6499999999996,1347.55,1,1,3
2025-01-23,APAC,1,4393.06,4393.06,1,0,1
2025-01-23,North America East,1,2864.29,2864.29,1,0,1
2025-01-23,Europe Central,2,9762.0099999999984,4881.0049999999992,2,0,2
2023-06-20,Europe Central,2,2392.6,1196.3,1,1,2
2023-06-20,North America West,1,861.53,861.53,0,1,1
2023-06-20,Europe West,1,2605.3,2605.3,1,0,1
2024-07-22,North America West,1,3572.51,3572.51,1,0,1
2025-01-22,North America West,1,2205.37,2205.37,1,0,1
2025-01-22,Europe West,1,1255.16,1255.16,1,0,1
2025-01-22,North America East,1,3374.53,3374.53,1,0,1
2025-01-22,Europe Central,1,1949.82,1949.82,1,0,1
2024-01-17,APAC,1,245.85,245.85,1,0,1
2024-12-09,APAC,1,3337.82,3337.82,0,0,1
2024-12-09,Europe West,2,7316.24,3658.12,2,0,2
2024-12-09,North America East,2,6555.74,3277.87,2,0,2
2024-12-09,North America West,2,4861.5599999999995,2430.7799999999997,1,1,2
2024-10-16,Europe West,2,2988.3900000000003,1494.1950000000002,2,0,2
2024-10-16,North America West,4,8640.54,2160.1349999999998,2,0,3
2023-08-10,APAC,1,3353.62,3353.62,0,1,1
2023-08-10,North America West,2,2952.56,1476.28,2,0,2
2023-08-10,North America East,2,7033.98,3516.99,2,0,2
2023-08-10,Europe West,3,7994.95,2664.9833333333331,3,0,3
2022-05-27,Europe West,1,4991.25,4991.25,1,0,1
2022-05-27,APAC,1,1983.13,1983.13,1,0,1
2022-05-27,Europe Central,1,1805.82,1805.82,1,0,1
2023-02-08,APAC,1,3637.02,3637.02,1,0,1
2023-02-08,Europe Central,2,483.96,241.98,1,0,2
2023-02-08,North America East,2,5377.81,2688.905,0,1,2
2025-04-05,Europe Central,1,3048.67,3048.67,0,1,1
2025-04-05,North America East,1,2884.71,2884.71,1,0,1
2025-04-05,Europe West,1,2432.31,2432.31,1,0,1
2025-04-05,North America West,3,12832.28,4277.4266666666672,3,0,3
2023-09-20,Europe West,1,2547.44,2547.44,1,0,1
2023-09-20,North America East,1,4740.07,4740.07,0,0,1
2023-01-18,North America East,2,9525.43,4762.715,2,0,2
2023-04-06,APAC,1,4897.62,4897.62,1,0,1
2023-04-06,Europe Central,1,2650.33,2650.33,1,0,1
2023-04-06,North America West,1,3886.37,3886.37,1,0,1
2023-04-06,Europe West,2,5796.81,2898.405,0,0,2
2024-12-28,Europe Central,2,5449.62,2724.8100000000004,2,0,2
2024-12-28,North America East,1,1736.07,1736.07,1,0,1
2024-12-28,North America West,1,4809.06,4809.06,1,0,1
2022-02-27,APAC,1,1987.86,1987.86,1,0,1
2022-02-27,Europe Central,2,4430.38,2215.19,1,0,2
2024-05-07,Europe Central,1,288.85,288.85,1,0,1
2024-05-07,Europe West,1,1158.03,1158.03,1,0,1
2024-05-07,North America West,1,1065.87,1065.87,1,0,1
2024-01-18,North America West,1,2698.41,2698.41,0,0,1
2024-01-18,Europe West,1,4599.69,4599.69,1,0,1
2024-01-18,North America East,1,1385.58,1385.58,1,0,1
2024-01-18,Europe Central,2,1208.68,604.34,1,1,2
2024-01-18,APAC,2,5719.51,2859.755,2,0,2
2023-04-05,North America West,1,29.88,29.88,1,0,1
2023-04-05,Europe West,1,4073.17,4073.17,1,0,1
2023-04-05,APAC,1,3187.27,3187.27,1,0,1
2022-09-19,Europe Central,1,4386.16,4386.16,1,0,1
2022-09-19,North America East,3,8307.21,2769.0699999999997,3,0,2
2022-07-20,APAC,1,2697.82,2697.82,0,0,1
2022-05-06,North America West,2,7249.58,3624.79,1,1,2
2022-05-06,APAC,3,3355.08,1118.3600000000001,2,0,3
2022-05-06,Europe West,3,5580.17,1860.0566666666666,2,0,3
2025-04-09,North America East,1,1487.22,1487.22,1,0,1
2025-04-09,Europe Central,1,4288.2,4288.2,1,0,1
2024-08-08,Europe Central,1,2713.13,2713.13,0,1,1
2024-08-08,Europe West,1,1190.69,1190.69,1,0,1
2024-08-08,APAC,1,1218.78,1218.78,1,0,1
2022-07-22,Europe West,1,247.95,247.95,1,0,1
2022-07-22,Europe Central,1,4263.99,4263.99,1,0,1
2022-07-26,North America East,1,2174.35,2174.35,0,0,1
2022-07-26,Europe Central,1,14.88,14.88,1,0,1
2022-07-26,North America West,2,3373.9399999999996,1686.9699999999998,1,0,2
2022-07-26,Europe West,3,9034.4700000000012,3011.4900000000002,3,0,3
2023-07-02,North America West,2,3653.1000000000004,1826.5500000000002,1,1,2
2023-07-02,North America East,2,5037.41,2518.705,2,0,2
2023-07-03,North America West,2,5905.5599999999995,2952.7799999999997,2,0,2
2023-07-03,North America East,1,1428.1,1428.1,1,0,1
2023-07-03,Europe West,1,1759.6,1759.6,1,0,1
2024-12-07,Europe Central,1,3882.92,3882.92,1,0,1
2024-12-07,North America West,1,3625.07,3625.07,1,0,1
2022-08-09,APAC,1,2521.8,2521.8,0,0,1
2022-08-09,North America West,2,2272.6600000000003,1136.3300000000002,1,0,2
2022-08-09,Europe West,2,6327.7199999999993,3163.8599999999997,1,0,2
2022-08-09,North America East,3,5974.88,1991.6266666666666,2,1,3
2024-03-31,Europe West,1,3229.68,3229.68,0,1,1
2024-03-31,North America West,1,3378.73,3378.73,0,1,1
2024-03-31,APAC,1,89.93,89.93,1,0,1
2024-03-31,North America East,1,1720.24,1720.24,1,0,1
2024-03-31,Europe Central,2,1763.65,881.825,2,0,2
2023-09-28,North America East,1,3596.96,3596.96,1,0,1
2023-09-28,Europe Central,1,1002.98,1002.98,1,0,1
2023-09-28,North America West,1,1699.98,1699.98,1,0,1
2022-02-26,Europe West,1,3283.29,3283.29,1,0,1
2022-02-26,Europe Central,1,2528.56,2528.56,1,0,1
2024-08-31,Europe Central,1,2542.44,2542.44,1,0,1
2024-08-31,Europe West,2,4382.17,2191.085,1,0,2
2024-08-31,North America West,2,4758.6100000000006,2379.3050000000003,2,0,2
2024-08-31,North America East,3,7581.98,2527.3266666666668,2,1,3
2023-09-26,Europe Central,1,1513.81,1513.81,1,0,1
2023-09-26,Europe West,1,1701.27,1701.27,1,0,1
2023-09-26,North America East,1,2775.13,2775.13,0,1,1
2024-05-09,North America West,3,7149.83,2383.2766666666666,2,0,3
2024-05-09,Europe Central,3,9236.98,3078.9933333333333,1,2,3
2025-04-02,Europe Central,1,3631.44,3631.44,0,1,1
2024-09-18,North America West,1,3109.71,3109.71,1,0,1
2024-09-18,Europe Central,2,4790.67,2395.335,2,0,2
2023-12-16,North America East,2,2357.52,1178.76,2,0,2
2023-12-16,Europe Central,1,1469.81,1469.81,1,0,1
2022-05-28,Europe Central,1,286.14,286.14,1,0,1
2022-05-28,North America East,2,1600.56,800.28,1,0,2
2022-05-28,Europe West,2,7438.43,3719.215,2,0,2
2024-12-23,North America West,1,251.56,251.56,1,0,1
2024-12-23,APAC,1,15.6,15.6,0,0,1
2024-12-23,Europe Central,3,7255.65,2418.55,3,0,3
2024-05-08,Europe Central,1,4808.18,4808.18,0,1,1
2024-05-08,North America East,1,2709.06,2709.06,0,1,1
2022-07-24,Europe West,1,1952.27,1952.27,1,0,1
2022-07-24,North America East,3,6842.93,2280.9766666666665,2,0,3
2024-05-28,Europe West,2,7163.5400000000009,3581.7700000000004,2,0,2
2024-05-28,North America West,1,4077.11,4077.11,1,0,1
2024-05-28,North America East,1,3082.12,3082.12,1,0,1
2024-07-06,Europe Central,2,5033.01,2516.505,2,0,2
2024-07-06,APAC,1,2995.14,2995.14,1,0,1
2024-05-01,Europe West,1,3681.23,3681.23,0,0,1
2024-05-01,Europe Central,1,1777.32,1777.32,1,0,1
2024-05-01,APAC,1,4115.5,4115.5,1,0,1
2024-05-01,North America West,2,6415.77,3207.885,2,0,2
2025-01-20,Europe Central,1,1979.13,1979.13,0,0,1
2025-01-20,Europe West,1,3031.57,3031.57,1,0,1
2023-11-06,Europe Central,1,4042.48,4042.48,0,0,1
2023-11-06,North America East,1,1855.74,1855.74,0,0,1
2023-11-06,North America West,1,476.32,476.32,1,0,1
2025-01-26,North America West,1,1839.98,1839.98,1,0,1
2025-01-26,Europe West,1,2388.79,2388.79,0,0,1
2025-01-26,Europe Central,1,3065.97,3065.97,0,1,1
2025-04-06,North America East,1,926.19,926.19,1,0,1
2023-02-07,North America East,1,3763.23,3763.23,1,0,1
2022-04-18,Europe West,2,3999.4300000000003,1999.7150000000001,2,0,2
2022-04-18,North America East,2,566.01,283.005,2,0,2
2022-04-18,North America West,3,8246.369999999999,2748.79,3,0,3
2024-08-30,APAC,1,3701.06,3701.06,1,0,1
2024-08-30,Europe West,1,4468.88,4468.88,1,0,1
2024-08-30,North America West,1,796.76,796.76,1,0,1
2024-08-30,Europe Central,2,6499.5400000000009,3249.7700000000004,2,0,2
2024-08-30,North America East,2,5402.83,2701.415,2,0,2
2024-02-20,North America West,1,2258.87,2258.87,0,0,1
2024-02-20,Europe Central,1,2140.84,2140.84,0,0,1
2024-02-20,North America East,1,2351.43,2351.43,1,0,1
2024-02-20,Europe West,1,4838.68,4838.68,1,0,1
2024-06-15,North America West,1,237.79,237.79,1,0,1
2023-06-17,North America East,1,1090,1090,1,0,1
2023-06-17,Europe Central,1,4648.11,4648.11,1,0,1
2023-06-17,North America West,2,6674.02,3337.01,1,0,2
2024-12-08,North America East,2,2448.75,1224.375,2,0,2
2024-12-08,North America West,1,3184.61,3184.61,1,0,1
2024-12-08,Europe West,1,1548.87,1548.87,1,0,1
2023-07-04,North America East,4,13976.96,3494.24,2,0,4
2023-07-04,Europe West,1,1830.14,1830.14,0,0,1
2024-05-03,North America West,2,8462.6,4231.3,2,0,2
2024-09-14,North America West,1,3599.49,3599.49,1,0,1
2024-09-14,Europe West,2,1150.57,575.285,2,0,2
2025-01-03,Europe West,1,1071.47,1071.47,1,0,1
2025-01-03,North America East,2,7789.1,3894.55,2,0,2
2025-01-03,North America West,2,6471.3099999999995,3235.6549999999997,2,0,2
2023-09-27,Europe Central,1,4049.7,4049.7,1,0,1
2023-09-27,APAC,1,4388.13,4388.13,1,0,1
2023-09-27,North America West,2,6988.9500000000007,3494.4750000000004,1,0,2
2023-09-27,North America East,2,2322.86,1161.43,2,0,2
2023-09-27,Europe West,2,3132.19,1566.095,1,1,2
2024-06-14,APAC,1,4701.39,4701.39,1,0,1
2024-06-14,North America West,2,5212.24,2606.12,1,0,2
2024-06-14,Europe Central,3,9239.7200000000012,3079.9066666666668,2,0,3
2023-12-19,North America East,1,3281.64,3281.64,1,0,1
2022-11-11,North America West,1,769.54,769.54,1,0,1
2022-11-11,North America East,1,3479.22,3479.22,1,0,1
2022-11-11,Europe West,1,1867.9,1867.9,0,0,1
2023-08-18,North America East,2,4127.96,2063.98,0,1,2
2023-08-18,Europe Central,2,4985.42,2492.71,2,0,2
2023-08-18,Europe West,3,9607.32,3202.44,3,0,3
2023-03-14,Europe Central,1,4791.04,4791.04,0,1,1
2023-03-14,North America East,1,1975.77,1975.77,1,0,1
2022-12-26,North America East,1,4417.62,4417.62,1,0,1
2022-12-26,North America West,1,2572.01,2572.01,1,0,1
2022-05-03,North America West,1,3908.28,3908.28,1,0,1
2022-05-03,Europe Central,1,360.6,360.6,1,0,1
2022-05-03,North America East,1,3335.06,3335.06,1,0,1
2024-04-17,APAC,1,401.67,401.67,1,0,1
2024-04-17,Europe West,1,116.62,116.62,1,0,1
2024-04-17,North America East,2,851.92,425.96,2,0,2
2025-04-01,Europe West,1,273.3,273.3,0,0,1
2025-04-01,APAC,2,7115.61,3557.805,0,1,2
2025-04-01,Europe Central,2,8000.26,4000.13,2,0,2
2022-12-29,Europe West,1,539.94,539.94,1,0,1
2022-09-18,APAC,1,980.43,980.43,1,0,1
2022-09-18,North America East,1,1498.88,1498.88,1,0,1
2022-09-18,North America West,1,918.18,918.18,1,0,1
2022-08-03,Europe Central,1,4419.29,4419.29,1,0,1
2022-08-03,Europe West,2,2938.6400000000003,1469.3200000000002,2,0,2
2022-08-03,North America West,2,4727.9400000000005,2363.9700000000003,2,0,2
2022-08-03,North America East,2,8108.17,4054.085,0,1,2
2023-05-11,North America West,1,2094.04,2094.04,1,0,1
2023-05-11,Europe Central,3,10153.81,3384.6033333333335,3,0,3
2025-02-10,APAC,1,55.17,55.17,0,0,1
2025-02-10,North America East,1,3613.44,3613.44,1,0,1
2025-02-10,North America West,2,4044.83,2022.415,2,0,2
2025-02-10,Europe West,2,5614.37,2807.1850000000004,1,1,2
2024-06-16,North America East,1,4492.47,4492.47,1,0,1
2024-06-16,APAC,1,4457.64,4457.64,1,0,1
2024-12-03,North America East,1,3957.77,3957.77,1,0,1
2024-12-03,North America West,1,3852.33,3852.33,1,0,1
2024-12-03,APAC,4,15135.41,3783.8525,3,1,4
2024-11-22,APAC,1,361,361,1,0,1
2024-11-22,Europe West,1,1276.15,1276.15,1,0,1
2024-11-22,North America West,1,4820.46,4820.46,1,0,1
2023-09-03,North America West,1,1991.09,1991.09,1,0,1
2023-09-03,Europe Central,1,2944.49,2944.49,1,0,1
2023-09-03,North America East,2,2575.94,1287.97,2,0,2
2023-09-03,Europe West,2,7667.06,3833.53,2,0,2
2023-08-15,Europe West,1,1195.17,1195.17,1,0,1
2023-11-27,North America West,1,4101.17,4101.17,1,0,1
2023-11-27,Europe Central,1,284.8,284.8,1,0,1
2023-11-27,Europe West,1,4423.82,4423.82,1,0,1
2025-04-07,APAC,1,4037.37,4037.37,0,1,1
2025-04-07,Europe West,1,1143.57,1143.57,0,0,1
2023-09-09,Europe West,2,4907.85,2453.925,2,0,2
2023-09-09,North America East,1,4040.38,4040.38,1,0,1
2022-08-30,North America East,1,4461.98,4461.98,1,0,1
2024-01-19,APAC,1,4342.06,4342.06,1,0,1
2024-01-19,North America West,1,3885.05,3885.05,1,0,1
2024-01-19,North America East,2,825.88,412.94,2,0,2
2022-10-02,APAC,1,2787.96,2787.96,1,0,1
2022-10-02,Europe West,1,3704.71,3704.71,1,0,1
2022-10-02,North America East,1,4545.63,4545.63,1,0,1
2023-05-12,North America West,1,3411.19,3411.19,1,0,1
2023-05-12,North America East,1,3246.89,3246.89,1,0,1
2023-05-12,Europe West,1,4020.94,4020.94,1,0,1
2023-05-12,APAC,1,331.37,331.37,1,0,1
2023-05-12,Europe Central,3,6201.75,2067.25,2,0,3
2024-11-23,North America West,2,6574.8899999999994,3287.4449999999997,2,0,2
2024-11-23,Europe Central,2,2908.34,1454.1699999999998,2,0,2
2024-11-23,North America East,3,12366.16,4122.0533333333333,3,0,3
2024-11-23,Europe West,1,2249.83,2249.83,1,0,1
2022-11-16,North America East,1,937.85,937.85,1,0,1
2022-11-16,Europe Central,1,2899.05,2899.05,0,0,1
2022-11-16,Europe West,4,15893.470000000001,3973.3675000000003,4,0,4
2022-08-08,North America East,1,1930.6,1930.6,1,0,1
2022-08-08,North America West,2,5335.26,2667.63,1,0,2
2023-04-27,Europe West,1,2423.59,2423.59,1,0,1
2023-04-27,Europe Central,1,950.79,950.79,1,0,1
2023-04-27,North America West,5,9702.08,1940.416,4,0,5
2022-04-22,Europe West,1,3005.66,3005.66,1,0,1
2022-04-22,North America East,1,4143.94,4143.94,1,0,1
2022-04-22,North America West,2,6142.56,3071.2799999999997,0,1,2
2024-12-02,APAC,1,329.94,329.94,1,0,1
2024-12-02,North America West,1,3496.62,3496.62,1,0,1
2022-08-29,Europe Central,2,9468.23,4734.115,0,0,2
2022-08-29,Europe West,1,635.81,635.81,1,0,1
2022-08-29,North America West,1,129.43,129.43,1,0,1
2022-08-29,North America East,1,1250.89,1250.89,1,0,1
2022-12-04,Europe Central,1,1065.58,1065.58,1,0,1
2022-12-04,North America East,1,4218.15,4218.15,1,0,1
2022-12-04,Europe West,4,9578.3,2394.575,3,0,4
2023-07-09,APAC,1,2591.6,2591.6,1,0,1
2023-07-09,North America East,3,5581.47,1860.49,2,0,3
2022-04-17,North America East,1,2662.09,2662.09,1,0,1
2022-04-17,APAC,1,2031.28,2031.28,1,0,1
2022-04-17,Europe Central,1,165.86,165.86,1,0,1
2025-01-29,Europe West,1,3551.55,3551.55,0,0,1
2025-01-29,North America East,1,3947.73,3947.73,0,1,1
2025-01-29,APAC,1,1132.09,1132.09,1,0,1
2025-01-29,Europe Central,3,8489.19,2829.73,3,0,3
