transaction_date,country,transaction_count,total_amount_usd_equivalent,average_transaction_amount,successful_transactions,failed_transactions,unique_users
2024-05-21,Canada,2,2325.71,1162.855,1,0,2
2024-05-21,Australia,2,6084.5399999999991,3042.2699999999995,1,0,2
2022-08-31,USA,1,81.43,81.43,1,0,1
2022-08-31,Canada,1,900.7,900.7,1,0,1
2022-08-31,UK,1,4730.65,4730.65,1,0,1
2022-08-31,Australia,1,2721.54,2721.54,0,0,1
2022-08-31,France,2,9044.89,4522.445,2,0,2
2024-08-27,UK,1,4859.09,4859.09,0,1,1
2023-10-24,USA,3,12432.64,4144.2133333333331,3,0,3
2023-10-24,Japan,1,1758.01,1758.01,1,0,1
2023-10-24,France,1,2382.01,2382.01,0,1,1
2023-10-24,Australia,1,873,873,0,1,1
2024-03-23,USA,3,4907.18,1635.7266666666667,2,0,3
2024-03-23,Canada,1,3086.39,3086.39,1,0,1
2024-03-23,UK,1,3088.98,3088.98,1,0,1
2024-10-22,USA,1,140.49,140.49,1,0,1
2024-10-22,UK,1,4905.93,4905.93,1,0,1
2023-09-14,Japan,2,6000,3000,1,1,2
2023-09-14,USA,1,4231.35,4231.35,1,0,1
2022-10-05,Canada,1,3061.54,3061.54,1,0,1
2022-10-05,UK,1,1828.11,1828.11,1,0,1
2024-07-13,UK,1,1515.13,1515.13,1,0,1
2024-07-13,France,1,2876.38,2876.38,1,0,1
2024-07-13,Japan,2,4388.76,2194.38,2,0,2
2025-03-04,USA,1,3342.05,3342.05,1,0,1
2025-03-04,Germany,1,3590.18,3590.18,1,0,1
2025-03-04,France,1,2377.14,2377.14,1,0,1
2025-03-04,Canada,2,1400.53,700.265,1,0,2
2025-03-04,Australia,2,5393.84,2696.92,2,0,2
2025-03-04,UK,2,7399.8600000000006,3699.9300000000003,2,0,2
2022-12-04,Germany,3,7637.0800000000008,2545.6933333333336,2,0,3
2022-12-04,France,1,1065.58,1065.58,1,0,1
2022-12-04,Canada,1,4218.15,4218.15,1,0,1
2022-12-04,UK,1,1941.22,1941.22,1,0,1
2022-02-28,France,2,4483,2241.5,2,0,2
2022-02-28,Japan,1,3369.59,3369.59,1,0,1
2024-12-18,Japan,2,5022.53,2511.265,2,0,2
2024-12-18,USA,3,4529.95,1509.9833333333331,2,1,3
2024-12-18,Germany,2,4623.8,2311.9,0,1,2
2024-12-18,France,2,3737.39,1868.695,0,1,2
2024-12-18,Australia,1,4509.47,4509.47,0,0,1
2023-09-16,USA,1,1325.79,1325.79,1,0,1
2023-09-16,Canada,1,3909.56,3909.56,0,0,1
2023-09-16,UK,1,2329.63,2329.63,0,0,1
2023-09-16,France,3,10162.25,3387.4166666666665,3,0,3
2025-01-18,Japan,1,2609.47,2609.47,1,0,1
2025-01-18,Germany,1,3253.02,3253.02,1,0,1
2025-01-18,Canada,1,1924.96,1924.96,1,0,1
2025-01-18,USA,1,3455.3,3455.3,0,1,1
2022-12-08,France,1,1394.35,1394.35,1,0,1
2024-03-27,UK,1,4631.42,4631.42,0,1,1
2024-03-27,Japan,1,3643.97,3643.97,1,0,1
2024-03-27,France,1,869.16,869.16,1,0,1
2024-03-27,Germany,1,4788.97,4788.97,1,0,1
2024-03-27,Canada,4,12947.920000000002,3236.9800000000005,2,0,4
2024-01-07,Australia,1,4928.92,4928.92,1,0,1
2022-10-07,Australia,1,622.32,622.32,1,0,1
2022-10-07,France,1,4869.37,4869.37,0,1,1
2022-10-07,USA,2,7615.71,3807.855,1,1,2
2024-05-22,Germany,1,4821.17,4821.17,1,0,1
2024-05-22,USA,1,2648.06,2648.06,1,0,1
2024-05-22,Japan,2,6261.54,3130.77,1,0,2
2024-05-22,UK,2,5988.1100000000006,2994.0550000000003,2,0,2
2024-05-22,Canada,3,6139.79,2046.5966666666666,2,1,3
2023-01-08,UK,1,1718.36,1718.36,1,0,1
2023-01-08,USA,1,1770.41,1770.41,1,0,1
2023-01-08,Canada,2,7542.2,3771.1,2,0,2
2022-11-18,Japan,1,2750.48,2750.48,0,0,1
2022-11-18,Germany,4,6573.3799999999992,1643.3449999999998,3,0,4
2023-12-07,USA,2,5093.84,2546.92,0,1,2
2023-12-07,Japan,1,2248.36,2248.36,1,0,1
2023-12-07,Germany,1,1040.15,1040.15,1,0,1
2023-12-07,Australia,1,2195.49,2195.49,1,0,1
2023-12-07,Canada,1,4216.82,4216.82,1,0,1
2024-08-25,Japan,1,4008.92,4008.92,0,0,1
2024-08-25,Canada,1,4699.24,4699.24,1,0,1
2024-08-25,Germany,1,657.39,657.39,1,0,1
2024-08-25,Australia,2,3747.46,1873.73,1,0,2
2024-10-05,Germany,2,3339.7000000000003,1669.8500000000001,2,0,2
2024-10-05,France,1,1046.82,1046.82,1,0,1
2022-02-22,UK,1,4711.81,4711.81,1,0,1
2022-02-22,USA,1,734.73,734.73,1,0,1
2022-02-22,Canada,1,219.84,219.84,1,0,1
2022-02-22,Japan,2,989.29000000000008,494.64500000000004,1,1,2
2023-03-22,Australia,2,5535.7000000000007,2767.85,2,0,2
2023-03-22,Canada,2,8257.33,4128.665,1,1,2
2024-03-07,USA,1,3605.08,3605.08,1,0,1
2024-03-07,Japan,1,3941.99,3941.99,1,0,1
2024-03-07,Canada,1,1430.35,1430.35,1,0,1
2024-03-07,Germany,2,1759.54,879.77,1,0,2
2023-03-20,Australia,1,3708.23,3708.23,1,0,1
2023-03-20,Germany,1,2598.97,2598.97,1,0,1
2023-03-20,Japan,1,1909.04,1909.04,1,0,1
2023-03-20,UK,1,4741.31,4741.31,1,0,1
2024-04-13,USA,1,4967.79,4967.79,1,0,1
2024-04-13,Japan,2,5024.8899999999994,2512.4449999999997,1,0,2
2024-04-13,Canada,2,3005.8300000000004,1502.9150000000002,2,0,2
2023-12-28,France,1,427.31,427.31,1,0,1
2023-12-28,USA,1,2230.54,2230.54,1,0,1
2023-12-28,Australia,1,4205.84,4205.84,1,0,1
2023-12-28,UK,1,1422,1422,1,0,1
2023-12-28,Japan,1,3192.07,3192.07,0,0,1
2023-12-28,Germany,2,8649.96,4324.98,2,0,2
2024-07-14,France,1,3750.19,3750.19,0,0,1
2024-07-14,UK,1,1208.58,1208.58,1,0,1
2024-07-14,USA,3,5380.3,1793.4333333333334,3,0,3
2024-07-14,Japan,2,7050.4,3525.2,2,0,2
2024-12-20,France,1,3721.03,3721.03,1,0,1
2024-12-20,Germany,1,3189.7,3189.7,1,0,1
2024-12-20,Japan,1,1657.03,1657.03,1,0,1
2024-12-20,USA,2,4663.73,2331.865,2,0,2
2025-02-03,UK,2,6974.39,3487.195,1,1,2
2025-02-03,Japan,1,4104.52,4104.52,1,0,1
2025-02-03,USA,1,3808.74,3808.74,1,0,1
2025-02-03,Germany,1,4124.9,4124.9,1,0,1
2024-02-11,USA,2,4536.66,2268.33,2,0,2
2024-02-11,UK,4,14833.71,3708.4275000000002,2,0,4
2024-02-11,Australia,1,4965.98,4965.98,1,0,1
2022-02-01,Germany,1,78.26,78.26,1,0,1
2022-02-01,France,1,1564.26,1564.26,1,0,1
2022-02-01,Japan,1,2153.43,2153.43,1,0,1
2022-02-01,Canada,1,4473.98,4473.98,1,0,1
2022-02-01,USA,1,2950.65,2950.65,1,0,1
2022-02-01,Australia,1,515.77,515.77,1,0,1
2023-04-30,UK,1,2171.1,2171.1,1,0,1
2023-04-30,USA,1,4066.9,4066.9,1,0,1
2023-04-30,Japan,1,1690,1690,1,0,1
2024-03-04,Canada,3,4027.15,1342.3833333333334,3,0,3
2023-10-07,Japan,2,8715.42,4357.71,2,0,2
2023-10-07,USA,2,3593.2799999999997,1796.6399999999999,2,0,2
2023-10-07,Canada,1,1908.95,1908.95,0,1,1
2022-05-05,USA,1,2303.21,2303.21,1,0,1
2022-05-05,France,1,2108.25,2108.25,1,0,1
2022-05-05,Australia,1,2858.61,2858.61,1,0,1
2022-05-05,Canada,3,5811.98,1937.3266666666666,2,1,3
2022-02-21,USA,1,2041.63,2041.63,0,0,1
2022-02-21,Canada,1,4911.48,4911.48,1,0,1
2022-02-21,France,2,2996.95,1498.475,2,0,2
2022-02-21,UK,2,4809.9000000000005,2404.95,2,0,2
2024-08-20,France,1,3841.28,3841.28,0,1,1
2024-08-20,Germany,1,3418.41,3418.41,1,0,1
2024-08-20,Canada,1,2488.26,2488.26,1,0,1
2024-08-20,Japan,2,3275.08,1637.54,1,0,2
2024-10-27,USA,1,3667.65,3667.65,0,1,1
2024-10-27,France,1,3639.52,3639.52,1,0,1
2024-10-27,Australia,1,1468.45,1468.45,1,0,1
2024-10-27,Japan,3,3909.9100000000003,1303.3033333333335,3,0,3
2022-05-21,UK,1,4156.47,4156.47,1,0,1
2022-05-21,Canada,2,5042.04,2521.0199999999995,2,0,2
2022-05-21,USA,2,4676.6900000000005,2338.3450000000003,1,1,2
2024-07-16,UK,2,5448.52,2724.26,1,0,2
2024-07-16,Canada,1,344.49,344.49,1,0,1
2022-11-19,France,1,3701.35,3701.35,0,0,1
2022-11-19,Japan,1,1848.37,1848.37,0,0,1
2022-11-19,Germany,1,1431.02,1431.02,1,0,1
2022-11-19,Australia,2,6146.92,3073.46,1,0,2
2025-02-27,France,1,2798.65,2798.65,0,0,1
2025-02-27,Australia,1,3586.96,3586.96,1,0,1
2025-02-27,Japan,1,121.77,121.77,1,0,1
2025-02-27,Canada,1,1073.35,1073.35,1,0,1
2025-02-27,USA,3,5299.4,1766.4666666666665,1,1,3
2023-10-22,France,2,4718.59,2359.295,1,0,2
2023-10-22,USA,1,4224.39,4224.39,1,0,1
2023-10-22,Germany,3,6168.43,2056.143333333333,3,0,3
2023-10-09,Germany,1,2665.08,2665.08,1,0,1
2023-10-09,Japan,1,2278.94,2278.94,1,0,1
2023-10-09,USA,1,732.25,732.25,0,1,1
2025-02-19,Japan,1,4532.85,4532.85,0,0,1
2025-02-19,USA,1,4784.86,4784.86,1,0,1
2025-02-25,UK,2,3591.84,1795.92,1,1,2
2023-08-04,Australia,1,2978.2,2978.2,1,0,1
2023-08-04,France,1,1345.97,1345.97,1,0,1
2023-08-04,Japan,1,305.54,305.54,0,0,1
2023-08-04,UK,2,7883.09,3941.545,2,0,2
2022-06-13,Germany,2,5405.53,2702.7650000000003,0,1,2
2022-06-13,USA,1,1740.81,1740.81,0,0,1
2022-06-13,Canada,2,2250.0099999999998,1125.005,1,0,2
2022-06-13,France,1,1245.47,1245.47,1,0,1
2022-06-13,Australia,1,3527.4,3527.4,1,0,1
2022-06-13,Japan,1,468.84,468.84,1,0,1
2022-03-09,France,1,565.63,565.63,0,1,1
2022-03-09,Japan,1,111.26,111.26,1,0,1
2022-03-09,UK,1,2278.37,2278.37,1,0,1
2022-04-17,Japan,1,2031.28,2031.28,1,0,1
2022-04-17,France,1,165.86,165.86,1,0,1
2022-04-17,Canada,1,2662.09,2662.09,1,0,1
2023-03-21,France,1,4748.81,4748.81,0,0,1
2023-03-21,Australia,1,1577.61,1577.61,0,0,1
2023-03-21,USA,1,2603.87,2603.87,1,0,1
2023-03-21,Canada,1,689.04,689.04,1,0,1
2023-07-14,Germany,1,811.14,811.14,1,0,1
2023-07-14,Japan,1,545.07,545.07,1,0,1
2023-07-14,USA,1,1261.69,1261.69,1,0,1
2024-08-24,France,2,7948.3600000000006,3974.1800000000003,1,0,2
2024-08-24,USA,2,6912.35,3456.175,2,0,2
2023-10-08,Australia,1,528.89,528.89,1,0,1
2023-10-08,Germany,1,1839.35,1839.35,1,0,1
2023-10-08,France,1,3341.71,3341.71,1,0,1
2023-10-08,USA,2,8386.05,4193.025,2,0,2
2022-06-17,Canada,1,531.34,531.34,1,0,1
2022-06-17,Australia,1,3426.98,3426.98,1,0,1
2022-06-17,Japan,2,2858.7599999999998,1429.3799999999999,0,0,2
2022-06-17,USA,2,5641.73,2820.865,0,1,2
2022-06-17,Germany,2,4907.37,2453.685,1,0,2
2022-06-17,UK,2,4786.04,2393.02,2,0,2
2023-05-29,Germany,1,2954.79,2954.79,1,0,1
2023-05-29,Australia,1,1082.63,1082.63,0,1,1
2023-06-12,USA,2,1996.41,998.205,1,1,2
2023-06-12,Japan,1,1061.03,1061.03,0,0,1
2023-06-12,Canada,1,4647.74,4647.74,1,0,1
2023-06-12,Australia,1,3390.93,3390.93,1,0,1
2022-01-12,Japan,2,3604.26,1802.13,1,0,2
2022-01-12,USA,2,6432.3099999999995,3216.1549999999997,1,0,2
2022-01-12,Canada,3,5906.79,1968.9299999999998,3,0,3
2023-03-24,USA,1,4943.53,4943.53,1,0,1
2023-03-24,Japan,1,953.12,953.12,1,0,1
2023-03-24,Canada,1,1034.6,1034.6,0,0,1
2023-03-24,Germany,2,5136.33,2568.165,2,0,2
2024-04-30,Canada,1,4477.4,4477.4,1,0,1
2024-04-30,USA,1,866.68,866.68,1,0,1
2024-04-30,France,1,3134.6,3134.6,1,0,1
2024-04-30,Japan,4,8673.0399999999991,2168.26,4,0,4
2024-12-17,France,1,4254.15,4254.15,1,0,1
2024-12-17,USA,2,5241.42,2620.71,2,0,2
2024-12-17,Canada,2,4823.05,2411.525,1,1,2
2022-07-05,Australia,1,4894.92,4894.92,1,0,1
2024-08-01,France,1,1722.4,1722.4,0,1,1
2024-08-01,Japan,1,4510.7,4510.7,1,0,1
2024-01-05,USA,1,2052.9,2052.9,1,0,1
2024-01-05,UK,1,2042.07,2042.07,1,0,1
2024-01-05,Australia,1,4070.41,4070.41,1,0,1
2024-01-05,France,1,2426.42,2426.42,1,0,1
2024-01-05,Japan,2,4275.7699999999995,2137.8849999999998,1,0,1
2024-07-19,Australia,1,2516.24,2516.24,0,0,1
2024-07-19,Japan,1,4831.55,4831.55,1,0,1
2024-07-19,USA,1,325.97,325.97,1,0,1
2024-07-19,Canada,1,731.98,731.98,1,0,1
2022-09-13,USA,1,2693.16,2693.16,1,0,1
2022-05-09,USA,2,4027.58,2013.79,2,0,2
2022-05-09,Canada,1,2181.1,2181.1,1,0,1
2022-05-09,Australia,1,928.28,928.28,1,0,1
2022-05-09,UK,1,3296.63,3296.63,1,0,1
2022-05-09,Germany,1,4443.6,4443.6,1,0,1
2024-11-15,Germany,1,2306.34,2306.34,1,0,1
2024-11-15,Canada,1,532.53,532.53,1,0,1
2024-11-15,USA,1,4016.81,4016.81,1,0,1
2022-04-12,USA,1,401.09,401.09,1,0,1
2022-04-12,Canada,1,3509.65,3509.65,1,0,1
2022-04-12,Germany,1,4408.62,4408.62,1,0,1
2022-04-12,Australia,1,1047.96,1047.96,1,0,1
2022-04-12,UK,1,1479.5,1479.5,1,0,1
2022-06-15,Australia,1,3173.62,3173.62,1,0,1
2022-06-15,Japan,1,1892.3,1892.3,1,0,1
2022-06-15,France,1,3824.14,3824.14,1,0,1
2022-06-15,USA,1,3404.54,3404.54,1,0,1
2022-06-15,Germany,2,4816.5700000000006,2408.285,2,0,1
2024-06-07,UK,1,744.63,744.63,1,0,1
2024-06-07,Germany,1,474.04,474.04,0,0,1
2024-04-08,USA,1,461.74,461.74,1,0,1
2024-04-08,UK,1,4199.48,4199.48,1,0,1
2024-04-08,Japan,1,2775.41,2775.41,1,0,1
2024-04-08,Canada,1,4643.84,4643.84,1,0,1
2023-01-15,USA,2,7328.58,3664.29,2,0,2
2023-01-15,Germany,1,2332.56,2332.56,0,1,1
2023-01-15,Canada,1,3809.73,3809.73,0,1,1
2023-01-15,France,4,9773.23,2443.3075,3,1,4
2022-12-05,Japan,1,4242.61,4242.61,0,0,1
2022-12-05,Canada,1,3246.22,3246.22,1,0,1
2022-12-05,UK,2,6607.2,3303.6,1,0,2
2022-08-11,France,1,3534.41,3534.41,1,0,1
2022-08-11,UK,1,1193.18,1193.18,1,0,1
2022-08-11,Germany,1,2725.5,2725.5,0,0,1
2023-03-29,USA,1,29.48,29.48,1,0,1
2023-03-29,Japan,1,4617.47,4617.47,1,0,1
2023-03-29,Canada,1,227.36,227.36,1,0,1
2024-06-29,USA,1,4159.84,4159.84,0,1,1
2024-06-29,UK,1,408.36,408.36,1,0,1
2024-06-29,Germany,2,2247.41,1123.705,2,0,2
2023-01-18,USA,1,4609.14,4609.14,1,0,1
2023-01-18,Canada,1,4916.29,4916.29,1,0,1
2023-07-11,UK,1,2282.61,2282.61,0,1,1
2023-07-11,Germany,2,5035.92,2517.96,2,0,2
2023-07-11,Canada,2,5571.95,2785.975,2,0,2
2023-07-11,France,3,5944.3099999999995,1981.4366666666665,2,0,3
2023-07-17,Germany,5,13038.349999999999,2607.67,5,0,4
2023-07-17,Canada,2,8210.34,4105.17,1,1,2
2024-01-06,Canada,1,1421.66,1421.66,1,0,1
2023-05-09,Canada,3,5677.66,1892.5533333333333,2,0,3
2023-05-09,UK,1,2518.68,2518.68,1,0,1
2023-05-09,USA,1,2427.04,2427.04,1,0,1
2023-05-09,Japan,1,3753,3753,1,0,1
2022-05-29,Canada,2,5245.6900000000005,2622.8450000000003,2,0,2
2022-05-29,France,1,4082.51,4082.51,1,0,1
2022-01-10,France,2,2392.08,1196.04,2,0,2
2022-01-10,Germany,1,535.38,535.38,1,0,1
2023-07-10,Canada,1,2063.93,2063.93,1,0,1
2023-07-10,Australia,1,1740.35,1740.35,0,1,1
2023-06-08,Germany,1,4797.34,4797.34,1,0,1
2023-06-08,France,1,2250.29,2250.29,0,0,1
2022-03-30,Japan,1,1383.34,1383.34,1,0,1
2022-03-30,Australia,1,2373.29,2373.29,1,0,1
2022-03-30,UK,1,2320.61,2320.61,0,1,1
2023-06-14,UK,1,4054.24,4054.24,1,0,1
2023-07-12,USA,2,5030.25,2515.125,2,0,2
2023-07-12,Germany,1,1556.41,1556.41,1,0,1
2022-03-31,France,4,7204.76,1801.19,2,1,4
2022-03-31,Germany,1,612.34,612.34,1,0,1
2023-09-30,USA,3,11384.94,3794.98,3,0,3
2025-01-19,Japan,1,2331.96,2331.96,1,0,1
2023-06-06,Japan,1,1587.43,1587.43,0,1,1
2023-06-06,Germany,1,3983.34,3983.34,1,0,1
2023-06-06,France,2,3254.72,1627.36,1,1,2
2023-06-06,USA,2,4160.87,2080.435,2,0,2
2023-06-06,Canada,2,3216.45,1608.225,2,0,2
2022-10-13,Japan,1,1196.41,1196.41,1,0,1
2022-10-13,Australia,1,928.71,928.71,1,0,1
2022-10-13,USA,2,5282.12,2641.06,1,0,2
2022-04-11,France,3,6684.3600000000006,2228.12,3,0,3
2022-04-11,Australia,1,2728.83,2728.83,1,0,1
2022-04-11,USA,1,1419.21,1419.21,1,0,1
2022-06-10,UK,1,862.86,862.86,1,0,1
2023-08-24,Australia,1,33.8,33.8,1,0,1
2023-08-24,USA,2,889.97,444.985,1,0,2
2023-08-24,Japan,2,4622.79,2311.395,2,0,2
2022-01-17,Germany,1,3775.78,3775.78,0,1,1
2022-01-17,Canada,1,609.55,609.55,1,0,1
2022-01-17,Australia,1,2756.47,2756.47,1,0,1
2023-07-19,Australia,1,2463.87,2463.87,0,0,1
2023-07-19,Japan,1,3738.28,3738.28,1,0,1
2023-07-19,Germany,1,2576.18,2576.18,1,0,1
2023-07-19,Canada,2,8439.11,4219.555,2,0,2
2023-02-19,Australia,3,7495.22,2498.4066666666668,2,0,3
2023-02-19,USA,2,5138.9400000000005,2569.4700000000003,2,0,2
2023-02-19,Japan,2,8743.04,4371.52,2,0,2
2022-07-23,Canada,2,6676.51,3338.255,1,0,2
2022-07-23,Australia,1,4977.3,4977.3,1,0,1
2022-03-17,Canada,2,6413.16,3206.58,2,0,2
2022-03-17,France,1,2018.49,2018.49,1,0,1
2022-03-17,UK,1,3704.36,3704.36,1,0,1
2022-04-24,Japan,1,4281.41,4281.41,0,0,1
2022-04-24,USA,1,2009.44,2009.44,0,0,1
2022-04-24,Australia,1,2321.11,2321.11,1,0,1
2022-04-24,Canada,2,2422.34,1211.17,2,0,2
2024-04-09,Canada,1,745.27,745.27,1,0,1
2024-04-09,USA,2,5038.76,2519.38,1,1,2
2024-04-09,Australia,2,4422.5599999999995,2211.2799999999997,2,0,2
2022-07-26,Canada,1,2174.35,2174.35,0,0,1
2022-07-26,France,1,14.88,14.88,1,0,1
2022-07-26,Japan,2,3373.9399999999996,1686.9699999999998,1,0,2
2022-07-26,UK,3,9034.4700000000012,3011.4900000000002,3,0,3
2022-11-12,USA,2,4504.3899999999994,2252.1949999999997,1,1,2
2022-11-12,UK,1,2741.16,2741.16,0,1,1
2022-11-12,Canada,1,3590.2,3590.2,1,0,1
2024-06-28,France,1,3179.64,3179.64,1,0,1
2022-01-14,Germany,1,2146.41,2146.41,0,0,1
2022-01-14,Canada,1,3293.33,3293.33,1,0,1
2022-01-14,UK,1,1213.95,1213.95,1,0,1
2022-01-14,Japan,2,5941.18,2970.59,2,0,2
2022-01-14,USA,2,5532.25,2766.125,2,0,2
2023-05-22,Japan,1,270.86,270.86,1,0,1
2023-05-22,Germany,1,1248.44,1248.44,0,0,1
2023-05-22,USA,3,5007.9400000000005,1669.3133333333333,2,0,3
2022-07-21,UK,1,2153.55,2153.55,1,0,1
2022-07-21,France,1,2301.49,2301.49,1,0,1
2022-07-21,Australia,2,1786.25,893.125,2,0,2
2024-12-15,Canada,1,3629.12,3629.12,1,0,1
2024-12-15,France,1,4664.35,4664.35,1,0,1
2024-12-15,USA,2,4726.78,2363.39,2,0,2
2022-04-20,Canada,1,1212.08,1212.08,0,1,1
2022-04-20,Japan,1,17.26,17.26,0,1,1
2022-04-20,USA,2,3989.4,1994.7,2,0,2
2022-04-20,Australia,2,1465.95,732.975,2,0,2
2022-04-20,France,2,947.92,473.96,2,0,2
2025-03-07,UK,2,5246.2,2623.0999999999995,1,0,2
2025-03-07,France,1,4675.17,4675.17,1,0,1
2025-03-07,USA,1,4773.54,4773.54,1,0,1
2025-03-07,Australia,1,1497.02,1497.02,1,0,1
2022-05-07,USA,1,245.59,245.59,0,0,1
2022-05-07,UK,1,148.65,148.65,1,0,1
2022-05-07,Japan,2,4831.5099999999993,2415.7549999999997,1,0,2
2022-05-07,Germany,2,4828.91,2414.455,2,0,2
2024-01-04,USA,1,2197.93,2197.93,1,0,1
2024-01-04,UK,1,460.69,460.69,1,0,1
2024-01-04,Germany,1,4376.15,4376.15,1,0,1
2024-01-04,Canada,2,2792.32,1396.16,1,1,2
2024-01-04,Australia,2,3004.29,1502.145,2,0,2
2024-01-04,France,2,6216.61,3108.305,2,0,2
2023-02-20,USA,2,5996.26,2998.13,1,0,2
2023-02-20,Japan,1,944.21,944.21,1,0,1
2023-02-20,France,1,428.29,428.29,1,0,1
2023-02-20,Germany,1,3493.69,3493.69,1,0,1
2025-02-01,Germany,1,4282,4282,0,0,1
2025-02-01,France,1,824.06,824.06,1,0,1
2025-02-01,USA,2,3514.9799999999996,1757.4899999999998,1,1,2
2023-06-05,Japan,1,4925.28,4925.28,0,1,1
2023-06-05,USA,1,4377.31,4377.31,1,0,1
2023-06-05,Germany,2,4563.37,2281.685,1,1,2
2023-06-05,Australia,2,9217.31,4608.655,2,0,2
2023-06-05,Canada,3,7451.9599999999991,2483.9866666666667,3,0,3
2025-03-02,UK,1,2896.98,2896.98,1,0,1
2023-06-15,UK,1,4237.95,4237.95,0,1,1
2023-06-15,France,1,4837.77,4837.77,1,0,1
2023-06-15,Canada,1,4491.33,4491.33,1,0,1
2023-06-15,Japan,2,7405.26,3702.63,2,0,2
2022-03-15,UK,1,4924.53,4924.53,0,0,1
2022-03-15,Australia,1,3416.48,3416.48,1,0,1
2022-03-15,France,1,4267.93,4267.93,1,0,1
2022-03-15,USA,2,5811.93,2905.965,2,0,2
2022-03-15,Japan,3,10396.9,3465.6333333333332,3,0,3
2024-10-01,France,1,1218.24,1218.24,1,0,1
2024-10-01,USA,1,4081.95,4081.95,1,0,1
2024-11-10,UK,1,3182.58,3182.58,1,0,1
2024-11-10,Japan,1,895.45,895.45,1,0,1
2023-08-23,Japan,1,4306.85,4306.85,1,0,1
2023-08-23,USA,3,5546.93,1848.9766666666667,3,0,3
2024-06-26,Japan,1,2120.66,2120.66,0,1,1
2024-06-26,Australia,1,3114.22,3114.22,1,0,1
2024-06-26,UK,1,2467.07,2467.07,1,0,1
2023-09-12,Germany,1,4201.23,4201.23,0,0,1
2023-09-12,Australia,1,679.12,679.12,0,1,1
2023-09-12,Japan,1,281.07,281.07,1,0,1
2023-09-12,USA,1,4183.29,4183.29,1,0,1
2025-03-03,USA,1,2460.25,2460.25,1,0,1
2025-03-03,UK,1,2538.03,2538.03,1,0,1
2025-03-03,France,1,2576.81,2576.81,1,0,1
2025-03-03,Germany,2,1932.4,966.19999999999993,1,0,2
2022-09-18,Japan,1,918.18,918.18,1,0,1
2022-09-18,Australia,1,980.43,980.43,1,0,1
2022-09-18,Canada,1,1498.88,1498.88,1,0,1
2024-06-04,USA,1,4906.17,4906.17,1,0,1
2024-06-04,UK,2,4477.16,2238.58,2,0,2
2024-06-04,France,2,5822.1399999999994,2911.0699999999997,1,1,2
2023-01-07,Japan,1,3612.07,3612.07,1,0,1
2023-01-07,USA,1,3503.74,3503.74,1,0,1
2023-01-07,Australia,1,4392.55,4392.55,1,0,1
2023-01-07,Canada,3,7209.08,2403.0266666666666,3,0,3
2022-10-03,Canada,1,3299.23,3299.23,0,0,1
2022-10-03,UK,1,1504.97,1504.97,1,0,1
2022-10-03,USA,1,736.72,736.72,1,0,1
2022-10-03,Japan,2,9472.29,4736.145,1,1,2
2022-10-03,France,2,4960.84,2480.42,1,1,2
2024-11-07,USA,1,4869.74,4869.74,0,0,1
2024-11-07,Australia,1,3969.62,3969.62,1,0,1
2024-11-07,France,1,4126.3,4126.3,1,0,1
2024-11-07,Germany,1,1441.11,1441.11,1,0,1
2024-11-07,UK,2,1803.1399999999999,901.56999999999994,1,0,2
2025-03-30,USA,2,6683.46,3341.73,2,0,2
2025-03-30,UK,1,4071.18,4071.18,1,0,1
2024-03-09,Germany,1,2596.35,2596.35,1,0,1
2024-03-09,Canada,2,5439.76,2719.88,2,0,2
2022-07-04,France,1,2494.31,2494.31,1,0,1
2022-07-04,UK,1,4358.77,4358.77,1,0,1
2022-07-04,Japan,2,1616.13,808.065,2,0,2
2022-07-04,Canada,3,7288.1399999999994,2429.38,3,0,3
2022-11-21,Germany,1,674.73,674.73,0,1,1
2022-11-21,Australia,1,3349.87,3349.87,1,0,1
2022-11-21,France,1,4848.16,4848.16,1,0,1
2022-11-21,USA,2,6374.92,3187.46,2,0,2
2022-07-28,Canada,1,3032.58,3032.58,1,0,1
2022-07-28,France,1,2040.17,2040.17,0,0,1
2022-07-28,Japan,1,2763.85,2763.85,0,0,1
2022-07-28,USA,3,7775.9400000000005,2591.98,2,0,3
2023-06-03,Japan,1,3499.46,3499.46,0,0,1
2023-06-03,Canada,1,598.56,598.56,1,0,1
2023-06-03,UK,1,2992.83,2992.83,1,0,1
2024-01-26,Canada,3,7915.37,2638.4566666666665,1,0,3
2024-01-26,Australia,1,223.41,223.41,1,0,1
2024-01-26,Japan,1,4694.59,4694.59,1,0,1
2024-01-26,France,1,1766.78,1766.78,1,0,1
2024-06-21,Japan,1,1574.57,1574.57,1,0,1
2024-06-21,Australia,1,3596.55,3596.55,1,0,1
2024-06-21,France,1,1794.26,1794.26,1,0,1
2024-11-08,Germany,2,6499.1900000000005,3249.5950000000003,2,0,2
2024-11-08,UK,1,1697.85,1697.85,1,0,1
2022-07-25,Australia,2,7670.52,3835.26,2,0,2
2022-07-25,UK,1,1445.14,1445.14,1,0,1
2022-07-25,Japan,1,4239.91,4239.91,1,0,1
2023-06-10,Canada,1,71,71,1,0,1
2023-06-10,Germany,1,1721.71,1721.71,1,0,1
2023-07-13,France,1,2604.82,2604.82,1,0,1
2023-07-13,Canada,1,4574.44,4574.44,1,0,1
2023-07-13,USA,4,13858.330000000002,3464.5825000000004,3,0,4
2022-05-06,Germany,1,1401.26,1401.26,1,0,1
